# MEAN_SAMPLE_SIZE = 82975
# TOTAL_GENES = 18005
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
VARIABLE          TYPE  NGENES         BETA     BETA_STD           SE            P
F2_NULL_1583       SET     674    -0.020861     -0.00396     0.039161      0.70288
F2_NULL_1584       SET     674    0.0026797   0.00050868     0.038938      0.47257
F2_NULL_1585       SET     674      0.03313     0.006289     0.039386      0.20013
F2_NULL_1586       SET     674    0.0040947    0.0007773     0.038717      0.45789
F2_NULL_1587       SET     674   -0.0095738   -0.0018174     0.039308      0.59621
F2_NULL_1588       SET     674   -0.0046903  -0.00089035     0.038822      0.54808
F2_NULL_1589       SET     674       0.0256    0.0048597     0.039361      0.25772
F2_NULL_1590       SET     674       0.0605     0.011485     0.038614     0.058592
F2_NULL_1591       SET     674      -0.1028    -0.019514      0.03949      0.99538
F2_NULL_1592       SET     674      0.01716    0.0032575     0.039057       0.3302
F2_NULL_1593       SET     674    -0.086779    -0.016473     0.039357      0.98626
F2_NULL_1594       SET     674     0.014518     0.002756     0.038927      0.35459
F2_NULL_1595       SET     674    0.0018466   0.00035053     0.038264      0.48076
F2_NULL_1596       SET     674     0.011126    0.0021121     0.038362       0.3859
F2_NULL_1597       SET     674     0.023362    0.0044348     0.039089      0.27504
F2_NULL_1598       SET     674    0.0047411   0.00089999     0.038917      0.45152
F2_NULL_1599       SET     674    -0.045484   -0.0086341     0.039386      0.87591
F2_NULL_1600       SET     674     0.018339    0.0034813     0.038662      0.31763
F2_NULL_1601       SET     674    -0.036892   -0.0070031     0.038866      0.82873
F2_NULL_1602       SET     674     0.045506    0.0086384     0.038812      0.12051
F2_NULL_1603       SET     674     0.038535    0.0073151     0.039203      0.16282
F2_NULL_1604       SET     674     0.015426    0.0029284     0.038906      0.34587
F2_NULL_1605       SET     674    -0.043319   -0.0082232     0.039581      0.86311
F2_NULL_1606       SET     674     0.051365    0.0097504     0.038768      0.09261
F2_NULL_1607       SET     674    -0.090454    -0.017171     0.038897      0.98997
F2_NULL_1608       SET     674    -0.024789   -0.0047057     0.039402      0.73536
F2_NULL_1609       SET     674   -0.0023889  -0.00045348     0.039328      0.52422
F2_NULL_1610       SET     674   -0.0079512   -0.0015094     0.038251      0.58233
F2_NULL_1611       SET     674    0.0013736   0.00026074     0.039161      0.48601
F2_NULL_1612       SET     674      0.03922     0.007445      0.03927      0.15897
F2_NULL_1613       SET     674     0.040022    0.0075972      0.03878      0.15104
F2_NULL_1614       SET     674    -0.050825   -0.0096481     0.038854      0.90457
F2_NULL_1615       SET     674     0.020007    0.0037979     0.039174      0.30478
F2_NULL_1616       SET     674     0.030979    0.0058808     0.039507      0.21648
F2_NULL_1617       SET     674     0.047268    0.0089728     0.038803      0.11159
F2_NULL_1618       SET     674    -0.076823    -0.014583     0.038715      0.97638
F2_NULL_1619       SET     674     0.003368   0.00063934     0.039469        0.466
F2_NULL_1620       SET     674     0.038348    0.0072796     0.038552      0.15994
F2_NULL_1621       SET     674     0.020845    0.0039569     0.038407      0.29366
F2_NULL_1622       SET     674    -0.043142   -0.0081896       0.0395      0.86262
F2_NULL_1623       SET     674    -0.014263   -0.0027075     0.039423      0.64124
F2_NULL_1624       SET     674  -0.00046821   -8.888e-05     0.039633      0.50471
F2_NULL_1625       SET     674    0.0063032    0.0011965     0.038954      0.43573
F2_NULL_1626       SET     674     0.084861     0.016109     0.039814     0.016535
F2_NULL_1627       SET     674      0.12211     0.023181     0.039687    0.0010475
F2_NULL_1628       SET     674     0.081453     0.015462     0.039524     0.019668
F2_NULL_1629       SET     674     0.017096    0.0032452     0.038848      0.32995
F2_NULL_1630       SET     674    -0.051998   -0.0098706     0.039141      0.90798
F2_NULL_1631       SET     674     0.044887    0.0085208     0.039105      0.12552
F2_NULL_1632       SET     674    -0.037935   -0.0072012     0.039018      0.83453
F2_NULL_1633       SET     674    -0.036173   -0.0068667     0.038365      0.82712
F2_NULL_1634       SET     674   -0.0018916  -0.00035909     0.039146      0.51927
F2_NULL_1635       SET     674   -0.0031661  -0.00060102     0.039287      0.53212
F2_NULL_1636       SET     674    -0.032014   -0.0060771     0.038857      0.79499
F2_NULL_1637       SET     674    -0.011959   -0.0022702     0.039591       0.6187
F2_NULL_1638       SET     674    0.0081038    0.0015383     0.039142      0.41799
F2_NULL_1639       SET     674    -0.056074    -0.010644     0.039635      0.92142
F2_NULL_1640       SET     674   0.00023214   4.4066e-05     0.038586       0.4976
F2_NULL_1641       SET     674  -6.2548e-05  -1.1873e-05      0.03919      0.50064
F2_NULL_1642       SET     674    0.0055406    0.0010518      0.03928      0.44391
F2_NULL_1643       SET     674    0.0090107    0.0017105     0.038908      0.40843
F2_NULL_1644       SET     674     0.015781    0.0029956     0.039338      0.34415
F2_NULL_1645       SET     674    -0.045621   -0.0086601     0.039388      0.87661
F2_NULL_1646       SET     674      0.04406    0.0083639     0.039004      0.12932
F2_NULL_1647       SET     674    -0.048321   -0.0091727     0.039272      0.89072
F2_NULL_1648       SET     674     0.097889     0.018582     0.039348     0.006432
F2_NULL_1649       SET     674     0.042449     0.008058     0.039109      0.13888
F2_NULL_1650       SET     674    -0.010188   -0.0019339     0.039291      0.60229
F2_NULL_1651       SET     674    0.0086442    0.0016409     0.039108      0.41253
F2_NULL_1652       SET     674     0.013422    0.0025479     0.039718      0.36771
F2_NULL_1653       SET     674     -0.01273   -0.0024164     0.039152      0.62746
F2_NULL_1654       SET     674   -0.0091696   -0.0017406     0.038336      0.59452
F2_NULL_1655       SET     674     0.017854    0.0033892     0.039301      0.32481
F2_NULL_1656       SET     674    -0.043013    -0.008165     0.039629      0.86111
F2_NULL_1657       SET     674    -0.061098    -0.011598     0.039443       0.9393
F2_NULL_1658       SET     674     0.015708    0.0029818     0.039195       0.3443
F2_NULL_1659       SET     674       0.0355    0.0067389     0.039568      0.18481
F2_NULL_1660       SET     674     0.087958     0.016697     0.039799     0.013558
F2_NULL_1661       SET     674       0.0306    0.0058088     0.039339      0.21833
F2_NULL_1662       SET     674     0.039866    0.0075676     0.039311      0.15527
F2_NULL_1663       SET     674       0.0107    0.0020311     0.039476      0.39318
F2_NULL_1664       SET     674     0.013062    0.0024795     0.039175      0.36941
F2_NULL_1665       SET     674    -0.051757   -0.0098249     0.039052      0.90746
F2_NULL_1666       SET     674    0.0029752   0.00056477     0.039219      0.46977
F2_NULL_1667       SET     674    -0.024217    -0.004597     0.039017      0.73259
F2_NULL_1668       SET     674     0.023626    0.0044848     0.038579      0.27014
F2_NULL_1669       SET     674     0.024432     0.004638     0.039379      0.26749
F2_NULL_1670       SET     674     0.077106     0.014637     0.038658     0.023053
F2_NULL_1671       SET     674     0.035066    0.0066565     0.039671      0.18838
F2_NULL_1672       SET     674    -0.054628     -0.01037     0.038588      0.92156
F2_NULL_1673       SET     674    -0.014285   -0.0027117     0.039108      0.64254
F2_NULL_1674       SET     674    -0.056247    -0.010677     0.038934      0.92572
F2_NULL_1675       SET     674     0.051403    0.0097578     0.039425     0.096155
F2_NULL_1676       SET     674   -0.0045255  -0.00085907     0.038939      0.54626
F2_NULL_1677       SET     674    0.0059797    0.0011351     0.039403      0.43969
F2_NULL_1678       SET     674     0.027594    0.0052381     0.038809      0.23854
F2_NULL_1679       SET     674    -0.019329   -0.0036691     0.038813      0.69075
F2_NULL_1680       SET     674     0.011711     0.002223     0.038899      0.38169
F2_NULL_1681       SET     674    -0.014484   -0.0027496      0.03868      0.64597
F2_NULL_1682       SET     674     0.056014     0.010633     0.039491     0.078047
F2_NULL_1683       SET     674    0.0056004    0.0010631     0.038981      0.44288
F2_NULL_1684       SET     674      0.02272    0.0043129     0.038676      0.27846
F2_NULL_1685       SET     674      0.01653    0.0031378      0.03934      0.33718
F2_NULL_1686       SET     674     0.027434    0.0052078     0.039002      0.24091
F2_NULL_1687       SET     674     -0.01334   -0.0025323     0.038946      0.63402
F2_NULL_1688       SET     674     0.039083     0.007419     0.038973      0.15798
F2_NULL_1689       SET     674    0.0072404    0.0013744     0.038594       0.4256
F2_NULL_1690       SET     674     0.024769    0.0047019     0.039652       0.2661
F2_NULL_1691       SET     674     -0.01113   -0.0021128     0.039043       0.6122
F2_NULL_1692       SET     674    -0.037357   -0.0070914     0.039329       0.8289
F2_NULL_1693       SET     674   -0.0005826  -0.00011059     0.039577      0.50587
F2_NULL_1694       SET     674    -0.011095   -0.0021062      0.03924      0.61132
F2_NULL_1695       SET     674     0.011154    0.0021174     0.039561      0.38899
F2_NULL_1696       SET     674   -0.0037416  -0.00071025     0.039748       0.5375
F2_NULL_1697       SET     674     0.019321    0.0036677     0.039771      0.31356
F2_NULL_1698       SET     674    -0.017639   -0.0033484      0.03951      0.67236
F2_NULL_1699       SET     674     0.044275    0.0084046     0.039198      0.12935
F2_NULL_1700       SET     674     0.045197    0.0085796     0.038994      0.12322
F2_NULL_1701       SET     674     0.021833    0.0041446     0.038639      0.28602
F2_NULL_1702       SET     674    -0.012813   -0.0024323     0.039719       0.6265
F2_NULL_1703       SET     674     0.021564    0.0040934     0.038984      0.29008
F2_NULL_1704       SET     674    0.0024303   0.00046134     0.038812      0.47504
F2_NULL_1705       SET     674    -0.024402   -0.0046322     0.039641      0.73091
F2_NULL_1706       SET     674    -0.012657   -0.0024028     0.039581      0.62543
F2_NULL_1707       SET     674     -0.01313   -0.0024925     0.038647      0.63297
F2_NULL_1708       SET     674     0.010902    0.0020695     0.038539      0.38864
F2_NULL_1709       SET     674     0.092541     0.017567     0.039051    0.0089061
F2_NULL_1710       SET     674      0.02256    0.0042826     0.038901      0.28098
F2_NULL_1711       SET     674    -0.022952   -0.0043569     0.039042      0.72169
F2_NULL_1712       SET     674     0.016521    0.0031361     0.039154      0.33654
F2_NULL_1713       SET     674     0.074708     0.014182     0.039615     0.029665
F2_NULL_1714       SET     674     0.015122    0.0028705     0.039488      0.35088
F2_NULL_1715       SET     674    0.0086767    0.0016471     0.039276      0.41258
F2_NULL_1716       SET     674     0.039022    0.0074075      0.03932       0.1605
F2_NULL_1717       SET     674     0.038181    0.0072479     0.039509      0.16693
F2_NULL_1718       SET     674     0.031106    0.0059049      0.03832      0.20847
F2_NULL_1719       SET     674     -0.10083     -0.01914     0.039318      0.99483
F2_NULL_1720       SET     674    -0.031337   -0.0059486     0.039212      0.78789
F2_NULL_1721       SET     674    0.0021305   0.00040442     0.039273      0.47837
F2_NULL_1722       SET     674    0.0019623    0.0003725     0.038887      0.47988
F2_NULL_1723       SET     674     0.030415    0.0057737     0.039691      0.22175
F2_NULL_1724       SET     674    -0.028863    -0.005479     0.039421      0.76796
F2_NULL_1725       SET     674    -0.012433   -0.0023601      0.03913      0.62465
F2_NULL_1726       SET     674     0.085444      0.01622     0.039613     0.015511
F2_NULL_1727       SET     674   -0.0086671   -0.0016453      0.03939      0.58707
F2_NULL_1728       SET     674    -0.029686   -0.0056352     0.039118      0.77603
F2_NULL_1729       SET     674      -0.0256   -0.0048595      0.04031      0.73731
F2_NULL_1730       SET     674    -0.016158   -0.0030673     0.038483      0.66271
F2_NULL_1731       SET     674     0.072527     0.013768     0.040027     0.035005
F2_NULL_1732       SET     674    -0.053953    -0.010242     0.039884      0.91193
F2_NULL_1733       SET     674      0.02873    0.0054538     0.039393      0.23291
F2_NULL_1734       SET     674     0.018377    0.0034884     0.039032      0.31889
F2_NULL_1735       SET     674     0.045207    0.0085816     0.039884      0.12852
F2_NULL_1736       SET     674     0.035044    0.0066524     0.038872      0.18366
F2_NULL_1737       SET     674     0.007023    0.0013332     0.039199      0.42891
F2_NULL_1738       SET     674     0.081628     0.015495     0.039203      0.01867
F2_NULL_1739       SET     674   0.00097214   0.00018454     0.038437      0.48991
F2_NULL_1740       SET     674    0.0014192   0.00026941     0.038991      0.48548
F2_NULL_1741       SET     674    -0.036514   -0.0069315     0.039158      0.82445
F2_NULL_1742       SET     674    -0.014385   -0.0027307     0.038821      0.64451
F2_NULL_1743       SET     674     0.033735    0.0064039     0.038442       0.1901
F2_NULL_1744       SET     674    -0.026689   -0.0050663      0.03871      0.75473
F2_NULL_1745       SET     674     0.068426     0.012989     0.039653     0.042218
F2_NULL_1746       SET     674      0.01982    0.0037624     0.038652      0.30406
F2_NULL_1747       SET     674     0.027435     0.005208     0.039239      0.24222
F2_NULL_1748       SET     674   -0.0042624  -0.00080912     0.040267      0.54215
F2_NULL_1749       SET     674    0.0016266   0.00030877     0.039019      0.48337
F2_NULL_1750       SET     674    -0.018315   -0.0034767     0.039545      0.67836
